taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
158475642,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Homalanthus,Homalanthus acuminatus,(Müll.Arg.) Pax,,,,LC,
158476068,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,Coprosma savaiiensis,Rech.,,,,LC,
158477044,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,CAPPARACEAE,Cadaba,Cadaba parvula,Polhill,,,,CR,
158478852,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Pityrocarpa,Pityrocarpa obliqua,(Pers.) Brenan,,,,LC,Pinzanillo
158480138,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia duncanthomasii,Mackinder &amp; Cheek,,,,LC,
158480154,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia glandulifera,(Pellegr.) G.C.C.Gilbert &amp; Boutique,,,,LC,
158480239,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia grandifolia,Villiers,,,,LC,
158480256,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia griffoniana,(Baill.) Baker f.,,,,LC,
158480289,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Macaranga,Macaranga vitiensis,Pax &amp; K.Hoffm.,,,,LC,
158480317,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia leucocarpa,(Harms) G.C.C.Gilbert &amp; Boutique,,,,LC,
158480353,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Newtonia,Newtonia scandens,Villiers,,,,CR,
158480449,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,HELIOTROPIACEAE,Euploca,Euploca procumbens,(Mill.) Diane &amp; Hilger,,,,LC,Four-spike heliotrope
158496736,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Alphitonia,Alphitonia franguloides,A.Gray,,,,LC,
158497093,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Achilleanthus,Achilleanthus smithii,(Fosberg) J.G.Chavez,,,,NT,
158497269,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,Astronidium,Astronidium confertiflorum,(A.Gray) Markgr.,,,,LC,
158497443,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Atractocarpus,Atractocarpus longipes,(A.C.Sm.) Puttock,,,,NT,
158497942,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Atractocarpus,Atractocarpus pentagonioides,(Seem.) Puttock,,,,LC,
158498132,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES,PANDANACEAE,Benstonea,Benstonea thurstonii,(C.H.Wright) Callm. &amp; Buerki,,,,EN,
158498673,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,Calophyllum cerasiferum,Vesque,,,,LC,
158499046,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CALOPHYLLACEAE,Calophyllum,Calophyllum leptocladum,A.C.Sm. &amp; S.P.Darwin,,,,LC,
158499177,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Calycosia,Calycosia callithrix,A.C.Sm.,,,,NT,
158499194,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Calycosia,Calycosia lageniformis,(Gillespie) A.C.Sm.,,,,VU,
158499231,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Calycosia,Calycosia macrocyatha,Fosberg,,,,LC,
158499241,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Calycosia,Calycosia petiolata,A.Gray,,,,LC,
158534373,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CANNABACEAE,Celtis,Celtis vitiensis,A.C.Sm.,,,,NT,
158534455,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARDIOPTERIDALES,CARDIOPTERIDACEAE,Citronella,Citronella vitiensis,R.A.Howard,,,,LC,
158534471,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Coprosma,Coprosma persicifolia,A.Gray,,,,LC,
158534579,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,RHIZOPHORACEAE,Crossostylis,Crossostylis seemannii,(A.Gray) A.Schimp.,,,,LC,
158534654,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,Cupaniopsis concolor,(Gillespie) R.W.Ham,,,,LC,
158534693,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Cyclophyllum,Cyclophyllum rectinervium,(A.C.Sm.) A.C.Sm. &amp; S.P.Darwin,,,,CR,
158536719,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Robinsonia,Robinsonia berteroi,"(DC.) R.W.Sanders, Stuessy &amp; Martic.",,,,CR,Resino hembra
158537129,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Dolicholobium,Dolicholobium macgregorii,Horne ex Baker,,,,LC,
158537263,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Dysoxylum,Dysoxylum hornei,Gillespie,,,,LC,
158537629,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Dysoxylum,Dysoxylum lenticellare,Gillespie,,,,LC,
158537680,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Elaeocarpus,Elaeocarpus chelonimorphus,Gillespie,,,,LC,
158537723,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Elaeocarpus,Elaeocarpus chionanthus,A.C.Sm.,,,,CR,
158537786,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Elaeocarpus,Elaeocarpus kambi,Gibbs,,,,CR,
158537968,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Elaeocarpus,Elaeocarpus storckii,Seem.,,,,LC,
158538199,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Emmenosperma,Emmenosperma micropetalum,(A.C.Sm.) M.C.Johnst.,,,,LC,
158538407,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Endiandra,Endiandra reticulata,Gillespie,,,,LC,
158538486,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Eumachia,Eumachia amoena,"(A.C.Sm.) Barrabé, C.M.Taylor &amp; Razafim.",,,,LC,
158540213,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Excoecaria,Excoecaria confertiflora,A.C.Sm.,,,,EN,
158540334,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,Ficus bambusifolia,Seem.,,,,NT,
158540414,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,Ficus fulvopilosa,Summerh.,,,,LC,
158540424,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,Ficus pritchardii,Seem.,,,,LC,
158540524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,Ficus storckii,Seem.,,,,LC,
158540590,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ficus,Ficus vitiensis,Seem.,,,,LC,
158540671,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Firmiana,Firmiana diversifolia,A.Gray,,,,LC,
158540759,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Goniothalamus,Goniothalamus monospermus,(A.Gray) R.M.K.Saunders,,,,LC,
158540769,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa arfakiana,Argent,,,,CR,Bulada Banana
158540776,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa azizii,Häkkinen,,,,CR,
158540878,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,THYMELAEACEAE,Gonystylus,Gonystylus punctatus,A.C.Sm.,,,,LC,
158540980,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa banksii,F.Muell.,,,,LC,Maroon-stemmed Banana
158540982,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,CASUARINACEAE,Gymnostoma,Gymnostoma vitiense,L.A.S.Johnson,,,,LC,
158540994,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa barioensis,Häkkinen,,,,CR,
158541010,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa basjoo,Siebold &amp; Zucc. ex Iinuma,,,,LC,Japanese Banana
158541019,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa bauensis,Häkkinen &amp; Meekiong,,,,CR,Bau Banana
158541021,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Hedstromia,Hedstromia latifolia,A.C.Sm.,,,,VU,
158541098,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa boman,Argent,,,,EN,
158541107,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa bukensis,Argent,,,,LC,
158541117,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa campestris,Becc.,,,,LC,Swamp Banana
158541130,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa celebica,Warb. ex K.Schum.,,,,NT,
158541133,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa cheesmanii,N.W.Simmonds,,,,LC,Cheesman's Banana
158541154,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa corneri,Holttum,,,,EN,
158541157,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,Homalium,Homalium vitiense,Benth.,,,,LC,
158541162,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa exotica,R.V.Valmayor,,,,CR,
158541195,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa flaviflora,N.W.Simmonds,,,,LC,
158541208,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa haekkinenii,N.S.Lý &amp; Haev.,,,,DD,
158541218,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa hirta,Becc.,,,,LC,Bornean Hairy Banana
158541235,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Ixora,Ixora carewii,Horne ex Baker,,,,LC,
158541237,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa ingens,N.W.Simmonds,,,,LC,Giant Highland Banana
158541242,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa johnsii,Argent,,,,NT,Mel Banana
158541257,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa juwiniana,"Meekiong, Ipor &amp; Tawan",,,,VU,
158541259,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Ixora,Ixora nandarivatensis,Gillespie,,,,VU,
158541264,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa kamengensis,Gogoi &amp; Häkkinen,,,,LC,
158541275,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa kattuvazhana,K.C.Jacob,,,,NT,
158541279,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa lanceolata,Warb. ex K.Schum.,,,,DD,
158541290,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa lawitiensis,Nasution &amp; Supard.,,,,LC,
158541318,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa lokok,Geri &amp; Ng,,,,NT,
158541321,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa lolodensis,Cheesman,,,,LC,Fairchild's Loloda Banana
158541331,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa lutea,"R.V.Valmayor, L.D.Danh &amp; Häkkinen",,,,LC,
158541341,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa maclayi,F.Muell. ex Mikl.-Maclay,,,,LC,
158541345,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa mannii,H.Wendl. ex Baker,,,,CR,Indian Dwarf Banana
158541354,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa markkuana,"(M.Sabu, A.Joe &amp; Sreejith) Hareesh, A.Joe &amp; M.Sabu",,,,LC,
158541663,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Macaranga,Macaranga graeffeana,Pax &amp; K.Hoffm.,,,,LC,
158541675,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa monticola,M.Hotta ex Argent,,,,LC,Kinabalu Mountain Banana
158541680,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa muluensis,M.Hotta,,,,LC,Mulu Banana
158541684,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Macaranga,Macaranga magna,Turrill,,,,LC,
158541686,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa nagalandiana,S.Dey &amp; Gogoi,,,,CR,
158541691,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa nagensium,Prain,,,,LC,
158541748,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa paracoccinea,A.Z.Liu &amp; D.Z.Li,,,,LC,
158541761,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa peekelii,Lauterb.,,,,LC,Peekel's Banana
158541767,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa rosea,Baker,,,,DD,
158541795,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa rubida,Holttum,,,,DD,
158541828,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa rubinea,Häkkinen &amp; C.H.Teo,,,,CR,Yunnan Dwarf Banana
158541845,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa rubra,Wall. ex Kurz,,,,LC,Laterite Banana
158541860,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa ruiliensis,"W.N.Chen, Häkkinen &amp; X.J.Ge",,,,CR,
158541866,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa sabuana,"K.Prasad, A.Joe, Bheem. &amp; B.R.P.Rao",,,,EN,
158541870,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa sakaiana,"Meekiong, Ipor &amp; Tawan",,,,LC,Sakai's Banana
158541884,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Mastixiodendron,Mastixiodendron robustum,A.C.Sm.,,,,LC,
158541961,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa schizocarpa,N.W.Simmonds,,,,LC,
158542091,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Melicope,Melicope cucullata,(Gillespie) A.C.Sm.,,,,LC,
158542097,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa siamensis,Häkkinen &amp; Rich.H.Wallace,,,,DD,Thai Gold Banana
158542119,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa sikkimensis,Kurz,,,,LC,Darjeeling Banana
158542133,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa splendida,A.Chev.,,,,LC,
158542150,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa textilis,Née,,,,NT,Abacá
158542159,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Melochia,Melochia degeneriana,A.C.Sm.,,,,LC,
158542161,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa thomsonii,(King) A.M.Cowan &amp; Cowan,,,,LC,Thomson's Banana
158542184,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MYRISTICACEAE,Myristica,Myristica castaneifolia,A.Gray,,,,LC,
158542630,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa tuberculata,M.Hotta,,,,EN,
158542693,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa velutina,H.Wendl. &amp; Drude,,,,LC,Pink Velvet Banana
158542695,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Paphia,Paphia vitiensis,Seem.,,,,LC,
158542709,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa viridis,"R.V.Valmayor, L.D.Danh &amp; Häkkinen",,,,DD,
158542838,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa voonii,Häkkinen,,,,EN,Voon's Banana
158542897,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,Musa yunnanensis,Häkkinen &amp; H.Wang,,,,LC,Yunnan Banana
158543023,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Phyllanthus,Phyllanthus cordatus,(Seem. ex Müll.Arg.) Müll.Arg.,,,,LC,
158543121,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,Phyllanthus,Phyllanthus seemannii,(Müll.Arg.) Müll.Arg.,,,,LC,
158544574,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Planchonella,Planchonella umbonata,(P.Royen) A.C.Sm.,,,,LC,
158544765,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Sarcomelicope,Sarcomelicope petiolaris,(A.Gray) A.C.Sm.,,,,LC,
158546229,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ACTINIDIACEAE,Saurauia,Saurauia rubicunda,(A.Gray) Seem.,,,,LC,
158546343,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SYMPLOCACEAE,Symplocos,Symplocos turrilliana,A.C.Sm.,,,,NT,
158546404,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium amicorum,(A.Gray) Müll.Berol.,,,,LC,
158546541,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium decussatum,(A.C.Sm.) Biffin &amp; Craven,,,,LC,
158546669,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Tapeinosperma,Tapeinosperma capitatum,(A.Gray) Mez,,,,LC,
158546739,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,Tapeinosperma,Tapeinosperma grande,(Seem.) Mez,,,,LC,
158546769,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Tarenna,Tarenna joskei,(Horne ex Baker) A.C.Sm. &amp; S.P.Darwin,,,,EN,
158546922,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Tarenna,Tarenna seemanniana,A.C.Sm. &amp; S.P.Darwin,,,,LC,
158547026,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Trichospermum,Trichospermum calyculatum,(Seem.) Burret,,,,LC,
158547128,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Vavaea,Vavaea degeneri,A.C.Sm.,,,,LC,
158547207,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Vavaea,Vavaea harveyi,Seem.,,,,LC,
158547232,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Vavaea,Vavaea megaphylla,C.H.Wright,,,,LC,
158547335,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Xylopia,Xylopia pacifica,A.C.Sm.,,,,LC,
158547669,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Costus,Costus bullatus,"Meekiong, Muliati &amp; Ipor",,,,VU,
158547686,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Costus,Costus eburneus,"Meekiong, Muliati &amp; Tawan",,,,VU,
158547711,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Costus,Costus muluensis,"Meekiong, Ipor &amp; Tawan",,,,VU,
158547902,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Cheilocostus,Cheilocostus borneensis,A.D.Poulsen,,,,VU,
158548064,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Cheilocostus,Cheilocostus globosus,(Blume) C.D.Specht,,,,LC,
158548274,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,COSTACEAE,Cheilocostus,Cheilocostus speciosus,(J.Koenig) C.D.Specht,,,,LC,
158563754,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,DONACIDAE,Iphigenia,Iphigenia centralis,"(Germain, 1904)",,,,DD,
158567718,ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIDA,NERITIDAE,Clypeolum,Clypeolum owenianum,"(Wood, 1828)",,,,LC,
158568370,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,DONACIDAE,Iphigenia,Iphigenia delessertii,"(Bernardi, 1860)",,,,LC,
158575039,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,Mitrephora,Mitrephora basilanensis,Merr.,,,,EN,
158619800,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Nothobranchius,Nothobranchius derhami,"Valdesalici &amp; Amato, 2019",,,,EN,
158619819,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Nothobranchius,Nothobranchius kwalensis,"Costa, 2019",,,,EN,
158619903,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,NOTHOBRANCHIIDAE,Nothobranchius,Nothobranchius prognathus,"Costa, 2019",,,,NT,
158620785,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Citharichthys,Citharichthys darwini,"Victor &amp; Wellington, 2013",,,,DD,Darwin’s Sanddab
158620855,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Citharichthys,Citharichthys sordidus,"(Girard, 1854)",,,,LC,Pacific Sanddab
158620915,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Citharichthys,Citharichthys xanthostigma,"Gilbert, 1890",,,,LC,Longfin Sanddab
158621105,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Hippoglossina,Hippoglossina montemaris,"de Buen, 1961",,,,DD,Montemar Flounder
158621132,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Hippoglossina,Hippoglossina mystacium,"Ginsburg, 1936",,,,DD,
158621217,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys brasiliensis,"(Ranzani, 1842)",,,,LC,
158621286,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys delfini,"Pequeño &amp; Plaza, 1987",,,,DD,
158621313,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys fernandezianus,"Steindachner, 1903",,,,LC,Lenguado de Juan Fernández
158621580,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys microps,"(Günther, 1881)",,,,LC,Small-eyed Flounder
